ECON101-ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,56
ECON101-ECON102-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,7
ECON101-ECON102-ECON401-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,2
ECON101-ECON102-ECON401-NONE-NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE,1
ECON101-ECON102-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,4
ECON101-ECON102-ECON401/ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
ECON101-ECON102-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,7
ECON101-ECON102-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,15
ECON101-ECON102-NONE-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,4
ECON101-ECON102-NONE-ECON401-NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE,1
ECON101-ECON102-NONE-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,3
ECON101-ECON102-NONE-ECON401/ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,3
ECON101-ECON102-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,4
ECON101-ECON102-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,4
ECON101-ECON102-NONE-NONE-NONE-ECON401-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON101-ECON102-NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON101-ECON102-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,6
ECON101-ECON102/ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,5
ECON101-ECON102/ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON101-ECON401-ECON102-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON101-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,11
ECON101-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
ECON101-ECON402-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,3
ECON101-NONE-ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,8
ECON101-NONE-ECON102-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON101-NONE-ECON102-ECON401-NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE,1
ECON101-NONE-ECON102-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON101-NONE-ECON102-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,5
ECON101-NONE-ECON102-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE,1
ECON101-NONE-ECON102-NONE-NONE-ECON402-ECON401-NONE-NONE-NONE-NONE-NONE,1
ECON101-NONE-ECON102/ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON101-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,7
ECON101-NONE-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
ECON101-NONE-ECON401-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON101-NONE-NONE-ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,2
ECON101-NONE-NONE-ECON102-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
ECON101-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,6
ECON101-NONE-NONE-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,2
ECON101-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON101-NONE-NONE-NONE-ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE,1
ECON101-NONE-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,2
ECON101-NONE-NONE-NONE-NONE-ECON102/ECON401-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON101-NONE-NONE-NONE-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE,1
ECON101-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON101/ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,4
ECON101/ECON102-ECON401/ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON101/ECON102-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON102-ECON101-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,13
ECON102-ECON401-NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON102-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,3
ECON102-ECON401/ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON102-ECON402-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON102-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON102-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,6
ECON102-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
ECON102/ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON102/ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,65
ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,12
ECON401-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,3
ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,10
ECON401/ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,11
ECON402-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,6
ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON101-ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,50
NONE-ECON101-ECON102-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON101-ECON102-ECON401-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON101-ECON102-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-ECON102-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-ECON102-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,17
NONE-ECON101-ECON102-NONE-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-ECON102-NONE-ECON402-ECON401-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON101-ECON102-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,4
NONE-ECON101-ECON102-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON101-ECON102-NONE-NONE-ECON401-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-ECON102-NONE-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE,1
NONE-ECON101-ECON102-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-ECON102/ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,5
NONE-ECON101-ECON102/ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON101-ECON102/ECON401-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,17
NONE-ECON101-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,5
NONE-ECON101-ECON401-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,3
NONE-ECON101-ECON401-NONE-NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE,1
NONE-ECON101-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON101-ECON402-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON101-NONE-ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,6
NONE-ECON101-NONE-ECON102-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-NONE-ECON102-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON101-NONE-ECON102-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,4
NONE-ECON101-NONE-ECON102-NONE-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE,1
NONE-ECON101-NONE-ECON102-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-NONE-ECON102/ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,7
NONE-ECON101-NONE-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON101-NONE-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-NONE-NONE-ECON102/ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,4
NONE-ECON101-NONE-NONE-NONE-ECON102-ECON401-NONE-ECON402-NONE-NONE-NONE,1
NONE-ECON101-NONE-NONE-NONE-ECON102-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-NONE-NONE-NONE-ECON102/ECON401-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-NONE-NONE-NONE-ECON401-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101-NONE-NONE-NONE-NONE-ECON102/ECON401-ECON402-NONE-NONE-NONE-NONE,1
NONE-ECON101/ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101/ECON102-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101/ECON102-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON101/ECON102-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,6
NONE-ECON102-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON102-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON102-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON102-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON102-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-ECON102/ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON401-ECON102-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,59
NONE-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,12
NONE-ECON401-NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,9
NONE-ECON402-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,7
NONE-ECON402-NONE-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,5
NONE-NONE-ECON101-ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,16
NONE-NONE-ECON101-ECON102-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE,2
NONE-NONE-ECON101-ECON102-ECON401/ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON101-ECON102-ECON402-ECON401-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON101-ECON102-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-NONE-ECON101-ECON102-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON101-ECON102-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-NONE-ECON101-ECON102/ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON101-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-NONE-ECON101-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON101-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON101-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON101-NONE-NONE-ECON401-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON101/ECON102-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON102-ECON101-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,3
NONE-NONE-ECON102-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON102-ECON402-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON102-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,3
NONE-NONE-ECON102-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,27
NONE-NONE-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,6
NONE-NONE-ECON401-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-NONE-ECON401-NONE-NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-NONE-ECON401/ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,7
NONE-NONE-NONE-ECON101-ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE,7
NONE-NONE-NONE-ECON101-ECON102-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-ECON101-ECON102-NONE-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-ECON101-ECON102/ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-ECON101-ECON401-ECON102-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-ECON101-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,9
NONE-NONE-NONE-ECON101-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-ECON101-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-ECON101/ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,3
NONE-NONE-NONE-ECON101/ECON102-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-ECON101/ECON102-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-ECON101/ECON401-ECON102/ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-NONE-NONE-ECON102-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,14
NONE-NONE-NONE-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-ECON402-ECON401-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-ECON101-ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-ECON101-ECON102-ECON402-NONE-NONE-NONE-NONE-NONE,2
NONE-NONE-NONE-NONE-ECON101-ECON102/ECON401-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-ECON101-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE,2
NONE-NONE-NONE-NONE-ECON101-ECON401/ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-ECON101/ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE,3
NONE-NONE-NONE-NONE-ECON101/ECON102-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-ECON102-ECON101-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,5
NONE-NONE-NONE-NONE-ECON401-NONE-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-NONE-NONE-NONE-NONE-ECON101-ECON102/ECON401-ECON402-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-ECON101/ECON102-ECON401-ECON402-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-ECON101/ECON102-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-ECON101/ECON401/ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-ECON401-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-NONE-ECON101-ECON102/ECON401-ECON402-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-NONE-ECON101-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-NONE-ECON401-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-NONE-ECON402-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-NONE-NONE-ECON401-ECON402-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-NONE-NONE-NONE-ECON401/ECON402-NONE-NONE-NONE-NONE,1
